source,img,eps_chk,lgc_emp,dot12,sq_a,sq_b,mu_sq,sig2
ARES_ConvNeXt_B,35,0.0019607843137254,0.9999136328697203,0.0054058693349361,0.0054035107605159,0.0054101250134408,0.00541548198089,2.4381030180875563e-11
ARES_ConvNeXt_B,35,0.0039215686274509,0.9996505975723268,0.005417984444648,0.0054128053598105,0.0054311240091919,0.00541548198089,2.4381030180875563e-11
ARES_ConvNeXt_B,35,0.0078431372549019,0.9985839128494264,0.0054276632145047,0.0054332525469362,0.005453425925225,0.00541548198089,2.4381030180875563e-11
ARES_ConvNeXt_B,35,0.0156862745098039,0.9944463968276978,0.0054912790656089,0.0055631236173212,0.0055374377407133,0.00541548198089,2.4381030180875563e-11
ARES_ConvNeXt_B,35,0.0313725490196078,0.976529061794281,0.0058420519344508,0.0060429307632148,0.0061360644176602,0.00541548198089,2.4381030180875563e-11
ARES_ConvNeXt_B,36,0.0019607843137254,0.9998556971549988,0.000558465369977,0.000558678235393,0.0005585653125308,0.0005581818404607,4.195214921981494e-12
ARES_ConvNeXt_B,36,0.0039215686274509,0.9994212985038756,0.0005578094860538,0.0005586729384958,0.0005582296289503,0.0005581818404607,4.195214921981494e-12
ARES_ConvNeXt_B,36,0.0078431372549019,0.9976944327354432,0.0005581283476203,0.0005610169027931,0.0005602433229796,0.0005581818404607,4.195214921981494e-12
ARES_ConvNeXt_B,36,0.0156862745098039,0.990583837032318,0.000555851846002,0.000566019618418,0.0005657410365529,0.0005581818404607,4.195214921981494e-12
ARES_ConvNeXt_B,36,0.0313725490196078,0.9568653106689452,0.0005589478532783,0.0006027504568919,0.0006041658925823,0.0005581818404607,4.195214921981494e-12
ARES_ConvNeXt_B,40,0.0019607843137254,0.9999128580093384,0.001321418210864,0.0013219146057963,0.0013213793281465,0.0013217760715633,6.029046619587808e-12
ARES_ConvNeXt_B,40,0.0039215686274509,0.9996556639671326,0.001320376060903,0.0013211036566644,0.0013214655919,0.0013217760715633,6.029046619587808e-12
ARES_ConvNeXt_B,40,0.0078431372549019,0.99863862991333,0.0013228281168267,0.0013281049905344,0.0013247346505522,0.0013217760715633,6.029046619587808e-12
ARES_ConvNeXt_B,40,0.0156862745098039,0.9944320917129515,0.0013137772912159,0.0013334889663383,0.0013230744516476,0.0013217760715633,6.029046619587808e-12
ARES_ConvNeXt_B,40,0.0313725490196078,0.9769595265388488,0.0013087153201922,0.0013677309034392,0.0013639177195727,0.0013217760715633,6.029046619587808e-12
ARES_ConvNeXt_B,41,0.0019607843137254,0.9998879432678224,0.0003155521699227,0.0003156513848807,0.0003155941085424,0.0003156039456371,1.845577076581284e-12
ARES_ConvNeXt_B,41,0.0039215686274509,0.9995536208152772,0.0003155697777401,0.0003160187916364,0.0003156930615659,0.0003156039456371,1.845577076581284e-12
ARES_ConvNeXt_B,41,0.0078431372549019,0.9982110857963562,0.000315282610245,0.000316723017022,0.0003161070635542,0.0003156039456371,1.845577076581284e-12
ARES_ConvNeXt_B,41,0.0156862745098039,0.9927115440368652,0.0003140126937068,0.0003188481205143,0.0003181227948516,0.0003156039456371,1.845577076581284e-12
ARES_ConvNeXt_B,41,0.0313725490196078,0.9684648513793944,0.0003115356958005,0.0003301732649561,0.0003289150481577,0.0003156039456371,1.845577076581284e-12
