source,mode,n_img,c,c_raw,cos_lin,g_r,kappa_eff,a,b,rho,gcr,crossover,tau_star,V_over_m,norm_ratio,bias_disp,res_draw,res_mean
Mo2022When_ViT-B,resize,350,0.9421013270105635,0.9421011919634683,0.964365211044039,1.082722803532704,12.52821037798364,1.0017753236262241,0.02801258773860016,6501.918953749483,0.9998462229028053,yes,0.8827020083418543,0.00028295339887408276,1.0407293495047432,0.4263026538267934,0.3887453916985092,0.4340577720092067
Mo2022When_ViT-B,translation,350,0.7142140870434898,0.7142098023210253,0.17011661965932162,0.8407665889195424,237.49334512285418,1.043429596496018,0.0966701996193421,6501.918953749483,0.9998462229028053,yes,0.43668070670955983,0.005363858618672288,0.9171004000636428,0.7143706729849275,1.2436290041442581,3.2764557391507947
ResNet50,di09,404,0.3863179272335797,0.3607289069701023,0.20106783864263555,0.23095804407376339,0.05684349226830999,1.1246578830554947,0.12247473375971413,0.9918802527733261,0.4979617883114789,yes,0.026708498502637866,5.455739263312356,0.3426073960012427,0.9321089587408521,1.2783974378172867,1.858185556961861
ResNet50,full_di,404,0.2494699600530733,0.21216871293773415,0.1338148512554788,0.19412910834318406,0.044262944602714266,1.1162840137705814,0.11266795054123117,0.9918802527733261,0.4979617883114789,no,,4.248280236530717,0.3141054829685617,0.9762411980118596,1.2620775248520253,1.8710280337829048
ResNet50,resize,404,0.4819223302517935,0.4636891528567539,0.5007063866048904,0.5393177062347638,0.039349365372127534,1.018919832112739,0.05419517449048982,0.9918802527733261,0.4979617883114789,yes,0.18456453507022133,3.776683470357837,0.5235432045268572,0.8816603473255625,1.02623230653608,0.9166852333173621
ResNet50,translation,404,0.2745456425380884,0.2426747519172507,0.0017747527394255758,0.3078824239546907,0.08459364175178516,1.124863231274584,0.15091019444277412,0.9918802527733261,0.4979617883114789,no,,8.119150219577374,0.39556935219301087,0.963553806353821,1.393337937219923,2.081882552515878
Salman_eps0.5,di09,367,0.6204201136119359,0.6169970384329476,0.4423483331974504,1.2886593353570157,3.165447211152569,1.0349753975254403,0.05698959238295942,68.60246021844326,0.985632691763171,yes,0.33531317455421794,0.02209684273874317,1.126387658688873,1.0299568285795344,1.0691278980608456,3.14983775148857
Salman_eps0.5,full_di,367,0.5301833569962907,0.5270154003957311,0.40642520501113394,1.3572820335774254,2.6530675868734774,1.0278574267915308,0.04360343718866905,68.60246021844326,0.985632691763171,yes,0.24129031465040116,0.018520105796063602,1.1559894525294698,1.1485443054989775,1.0524787117514192,3.0329775814617235
Salman_eps0.5,resize,367,0.7562654714330991,0.7531566734372432,0.7992278358592,1.0527493476150394,0.723560681332458,1.0094620608148202,0.03818510070415691,68.60246021844326,0.985632691763171,yes,0.5495367279349005,0.005050915564477114,1.0180786073728842,0.8184195968755542,0.7438286920478652,0.8984324631145544
Salman_eps0.5,translation,367,0.6491013800659362,0.645572998644708,0.06382655437905033,1.043492244449622,3.2609392638213097,1.0442955322924004,0.08624242430833425,68.60246021844326,0.985632691763171,yes,0.34976158889590675,0.02276343824006339,1.0135926068581027,0.8809339315047614,1.213231151396938,4.225198602997039
Salman_eps1.0,di09,365,0.5683890990606726,0.5650706997677072,0.45647545407641016,0.6830642925321374,1.8409462695376504,1.042068642858729,0.062328809341719395,62.5834313793749,0.9842726323775539,yes,0.26612918008376246,0.014549259874021286,0.8157211099270141,0.886862940542231,1.1152163047447068,2.4694499877052447
Salman_eps1.0,full_di,365,0.4891878672964769,0.4858642139765498,0.4285890332627276,0.7503677512352299,1.4493092975747517,1.0302261844335903,0.03980699239100843,62.5834313793749,0.9842726323775539,yes,0.2014276164293976,0.011454097252684137,0.8549643193546418,0.9883956500272215,1.0837243262341107,2.515450167958044
